date	AAPL	SPY	TSLA	MU	AXP	COST
2023-10-31	-0.002569661560282155	-0.021708552240761514	-0.19734635377632148	-0.015411493592819347	-0.017159441962926847	-0.02216088153555673
2023-11-30	0.11378001695746098	0.09134376603865135	0.19537943740621833	0.1383280477600104	0.16941721039119484	0.07491810102736318
2023-12-31	0.013582490808935477	0.04565523441169783	0.03498831153123483	0.12262566776476258	0.09703109302380697	0.13893187286694997
2024-01-31	-0.04222713796995248	0.015926584633351393	-0.2462572581033916	0.004804394069733542	0.0749896371386336	0.05272089457137463
2024-02-29	-0.018543177665272026	0.05218684969997467	0.07790064669600238	0.05667649243920603	0.09305564671132283	0.07210395758844257
2024-03-31	-0.051286296018262845	0.03270189877116736	-0.12923524353897475	0.30232622194642733	0.03769022274941447	-0.01513670332084649
2024-04-30	-0.006706407410799753	-0.04031961762320124	0.042607689739043275	-0.04181864290933823	0.031029356077902914	-0.011697090165511015
2024-05-31	0.1302222940830211	0.05057969836764631	-0.02837187354253501	0.1065863737916406	0.025509610831700336	0.12033470181966632
2024-06-30	0.09555276323741091	0.03528010238526291	0.11118599982126098	0.052240024294374354	-0.035208267960467055	0.04951283585341204
2024-07-31	0.054410780446340956	0.012109038346461487	0.17278149180183244	-0.1643270649466516	0.09606433089162092	-0.03155296070518043
2024-08-31	0.03235355420680941	0.023365694906978707	-0.07739046902676983	-0.12365706787554553	0.022170231919204086	0.08562038879644351
2024-09-30	0.017467205936556374	0.02100458893667101	0.22194201175563166	0.0776186019839673	0.04852130160213819	-0.006566705893659819
2024-10-31	-0.03042919963095292	-0.008923564198756617	-0.045025412068364745	-0.03806580271307092	-0.0015276508211095052	-0.01391957391900922
2024-11-30	0.05170699208293783	0.059633414664085116	0.3814688622385136	-0.01705963904872798	0.1281101308908814	0.11323904658709405
2024-12-31	0.05515522296438746	-0.02406008195782694	0.17000808915631316	-0.13966980715430877	-0.02589580259366009	-0.057218881155955525
2025-01-31	-0.05758324593089459	0.026856310796173677	0.0018819576379678349	0.08412542398382894	0.07212625157488417	0.06942269825790959
2025-02-28	0.02587240700071991	-0.012694776777301908	-0.2758773935575025	0.02619460725981826	-0.051945173667742206	0.07132360986669073
2025-03-31	-0.0815001347836245	-0.05571919842012785	-0.11543452131892018	-0.0707771396921808	-0.10602742238160068	-0.09806305842562169
2025-04-30	-0.043353014323267214	-0.008670139114213993	0.08874826236685496	-0.11439756037368509	-0.006525094895224459	0.05151297517608122
2025-05-31	-0.05358406523857118	0.06284494761614745	0.2278848417863253	0.2275504254699423	0.10374990611798385	0.04729543494706179
2025-06-30	0.021508544579914135	0.05138613494267763	-0.08312644606383923	0.3047850755791417	0.08478150151412445	-0.04829936801402135
2025-07-31	0.011697684229461602	0.023031548217528286	-0.02955995259140498	-0.11364922879566008	-0.05929629482561605	-0.05081115716016382
2025-08-31	0.11963891074454791	0.020519507582030583	0.08304410748975077	0.09043433023436664	0.10681233998688788	0.005307223742163858
